Date,City,Temperature,Humidity,AirQualityIndex,NoiseLevel_dB,HumanActivityLevel,NearbyGreenSpaces,RoadDensity,WildlifeSpecies,SpeciesCategory,NumberOfSightings,TimeOfDay,WeatherCondition,DayOfWeek,Season,ProximityToWaterSource,UrbanDevelopmentIndex,PublicAwarenessLevel,ConservationEffortsLevel,GarbageManagementScore,LightPollutionLevel,TypeOfSighting,PhotographicEvidence,CitizenReportReliability,SightingDuration_Min,InteractionType,AnimalBehavior,IsEndangeredSpecies,DistanceFromCityCenter_km,ResidentialAreaType,NoiseToleranceLevel,VegetationDensity,ObservationMethod
31-05-24,Lahore,27.5,29.6,84,78,5,2,1,Owl,Bird,5,Morning,Cloudy,Sat,Spring,5,0.81,0.01,0.22,0.71,0.41,Chased,No,0.4,52.5,Seen,Calm,No,45.9,Rural,0.95,0.35,Website
28-07-16,Quetta,42.4,71.6,94,85,3,2,6,Cobra,Reptile,6,Morning,Rainy,Tue,Autumn,8,0.79,0.17,0.63,0.18,0.95,Heard,Yes,0.71,6.6,Seen,Calm,No,9.4,Urban,0.66,0.53,Website
14-10-21,Peshawar,37.1,39.7,233,73,8,2,2,Monkey,Mammal,9,Afternoon,Sunny,Wed,Spring,3,0.7,0.76,0.66,0.37,0.51,Fed,No,0.94,44,Seen,Fleeing,No,25.3,Semi-urban,0.59,0.93,Website
15-02-13,Islamabad,26.8,27.1,83,80,3,1,5,Wild Cat,Mammal,5,Night,Sunny,Sun,Spring,4,0.47,0.9,0.32,0.58,0.3,Heard,Yes,0.78,7,Chased,Calm,No,9.5,Semi-urban,0.8,0.26,App
22-08-10,Quetta,33.8,87.9,271,58,3,1,7,Cobra,Reptile,7,Afternoon,Rainy,Thu,Autumn,8,0.79,0.3,0.07,0.99,0.25,Chased,No,0.16,20.5,Heard,Fleeing,Yes,48.5,Urban,0.79,0.53,Website
15-06-23,Quetta,24.2,49.6,209,72,3,3,8,Bat,Mammal,9,Morning,Rainy,Tue,Winter,2,0.89,0.18,0.51,0.12,0.28,Heard,No,0.72,5.6,Seen,Feeding,No,33.2,Urban,0.9,0.97,Hotline
29-09-10,Islamabad,21.5,72.4,56,76,9,0,5,Hedgehog,Mammal,6,Night,Sunny,Tue,Autumn,9,0.47,0,0.58,0.33,0.39,Fed,No,0.34,32.2,Seen,Curious,Yes,11.6,Semi-urban,0.13,0.9,Hotline
24-03-12,Karachi,26.7,25.4,179,98,4,1,3,Bat,Mammal,6,Night,Cloudy,Thu,Winter,4,0.91,0.76,0.11,0.7,0.02,Photographed,Yes,0.12,32,Heard,Feeding,Yes,4.9,Rural,0.96,0.9,In-person
27-12-13,Islamabad,34.5,24.5,122,80,2,2,3,Fox,Mammal,1,Morning,Sunny,Sun,Spring,8,0.68,0.53,0.91,0.83,0.73,Fed,Yes,0.21,40.3,Fed,Calm,Yes,34.7,Urban,0.76,0.34,Hotline
09-12-16,Karachi,34.2,63.3,202,95,7,1,6,Monkey,Mammal,3,Evening,Cloudy,Mon,Summer,5,0.82,0.87,0.21,0.08,0.6,Photographed,Yes,0.53,26.2,Heard,Fleeing,No,38.1,Rural,0.97,0.53,In-person
27-08-20,Quetta,15.2,61.7,237,91,4,1,6,Cobra,Reptile,4,Afternoon,Sunny,Fri,Spring,7,0.7,0.1,0.09,0.73,0.22,Chased,Yes,0.5,58.6,Seen,Feeding,No,41,Urban,0.85,0.87,Hotline
19-07-18,Peshawar,33.6,72.1,266,98,2,3,6,Cobra,Reptile,4,Night,Rainy,Sat,Summer,8,0.17,0.62,0.78,0.51,0.8,Photographed,No,0.11,49.4,Fed,Aggressive,Yes,9,Semi-urban,0.46,0.5,Website
17-12-22,Quetta,41.2,87.6,196,51,9,4,0,Wild Cat,Mammal,7,Evening,Rainy,Tue,Winter,4,0.78,0.23,0.33,0.23,0.95,Seen,Yes,0.25,44.2,Fed,Calm,No,12.4,Semi-urban,0.42,1,Website
29-06-13,Quetta,18,81.7,147,75,8,3,0,Porcupine,Mammal,7,Evening,Rainy,Sun,Summer,1,0.98,0.84,0.45,0.69,0.49,Chased,No,0.42,38,Heard,Aggressive,No,38.5,Urban,0.64,0.84,App
07-02-16,Peshawar,20.3,46.2,215,42,3,0,7,Hedgehog,Mammal,8,Morning,Rainy,Sat,Autumn,9,0.84,0.76,0.12,0.25,0.03,Chased,Yes,0.11,14.2,Heard,Fleeing,Yes,40,Semi-urban,0.9,0.45,Hotline
16-08-17,Islamabad,31.9,69.4,250,78,1,0,7,Bat,Mammal,6,Morning,Foggy,Mon,Summer,5,0.64,0.03,0.96,0.7,0.19,Chased,Yes,0.24,34.6,Chased,Fleeing,Yes,31.7,Urban,0.83,0.91,Hotline
29-08-15,Islamabad,26.8,79.1,77,75,9,4,4,Owl,Bird,7,Evening,Rainy,Mon,Winter,7,0.5,0.91,0.09,0.31,0.36,Photographed,Yes,0.48,59.2,Seen,Calm,No,15.6,Urban,0.52,0.58,App
12-10-13,Peshawar,38.1,56.3,85,61,8,1,2,Hedgehog,Mammal,4,Morning,Rainy,Thu,Winter,5,0.85,0.39,0.73,0.76,0.85,Photographed,No,0.27,42.5,Fed,Calm,No,1.8,Urban,0.12,0.8,Hotline
01-03-23,Islamabad,39.4,61.5,90,61,9,2,7,Wild Cat,Mammal,1,Morning,Cloudy,Tue,Summer,3,0.13,0.61,0.58,0.47,0.86,Photographed,No,0.35,1.8,Fed,Curious,Yes,16.2,Rural,0.01,0.59,In-person
08-08-14,Islamabad,26.3,77,212,51,3,4,7,Cobra,Reptile,9,Afternoon,Sunny,Sat,Summer,6,0.33,0.93,0.51,0.85,0.62,Chased,Yes,0.6,41.2,Photographed,Fleeing,Yes,40.6,Rural,0.64,0.82,App
27-02-10,Quetta,20.7,39.4,173,48,5,0,1,Bat,Mammal,4,Night,Rainy,Sun,Autumn,2,0.39,0.08,0.42,0.3,0.59,Fed,Yes,0.53,18.5,Chased,Curious,No,43.1,Urban,0.41,0.52,Hotline
28-07-23,Lahore,40.4,26.2,168,89,6,3,2,Cobra,Reptile,6,Night,Rainy,Sat,Autumn,5,0.23,0.49,0.46,0.35,0.82,Chased,Yes,0.2,25.5,Photographed,Fleeing,Yes,21.5,Urban,0.47,0.88,Hotline
07-09-22,Peshawar,21.5,27.2,51,89,7,4,4,Hedgehog,Mammal,6,Morning,Rainy,Tue,Winter,7,0.36,0.26,0.09,0.56,0.03,Seen,Yes,0.97,21.1,Heard,Calm,No,34.8,Semi-urban,0.81,0.35,In-person
05-11-24,Lahore,37.5,78.3,135,96,2,3,6,Porcupine,Mammal,4,Afternoon,Cloudy,Sat,Autumn,0,0.78,0.19,0.7,0.86,0.96,Heard,Yes,0.53,58.3,Heard,Feeding,No,20.6,Semi-urban,0.22,0.56,Website
23-08-21,Karachi,34.5,52.1,103,70,0,2,8,Monkey,Mammal,6,Afternoon,Rainy,Tue,Spring,1,0.68,0.09,0.67,0.93,0.04,Chased,No,0.65,23.4,Chased,Feeding,Yes,25.1,Semi-urban,0.53,0.79,Hotline
01-10-22,Peshawar,31.7,61.5,274,41,3,4,9,Hedgehog,Mammal,4,Afternoon,Cloudy,Tue,Summer,3,0.67,0.39,0.46,0.92,0.36,Heard,Yes,0.65,22.4,Heard,Aggressive,Yes,4.8,Urban,0.45,0.64,App
28-10-20,Islamabad,27.2,47.3,204,74,8,0,9,Fox,Mammal,8,Morning,Foggy,Fri,Spring,9,0.67,0.98,0.02,0.97,0.02,Heard,Yes,0.86,57.7,Fed,Curious,No,49.7,Urban,0.46,0.88,Hotline
14-05-16,Islamabad,18.7,49.8,227,68,3,2,6,Hedgehog,Mammal,7,Morning,Cloudy,Fri,Winter,1,0.7,0.01,0.23,0.61,0.5,Chased,No,0.58,14.7,Photographed,Calm,No,33.8,Semi-urban,0.27,0.45,Website
07-11-23,Lahore,26.1,67,53,59,7,0,7,Bat,Mammal,9,Morning,Foggy,Wed,Autumn,6,0.61,0.73,0.66,0.48,0.05,Fed,Yes,0.96,10.9,Heard,Feeding,Yes,33.5,Urban,0.91,0.73,App
20-11-13,Karachi,21.5,42.1,132,63,6,4,4,Bat,Mammal,9,Evening,Cloudy,Tue,Spring,5,0.96,0.65,0.35,0.64,0.69,Heard,No,0.46,7.1,Heard,Aggressive,No,30.4,Semi-urban,0.8,1,In-person
04-06-13,Peshawar,21.7,69,266,69,6,0,2,Porcupine,Mammal,9,Afternoon,Sunny,Thu,Winter,0,0.62,0.34,0.73,0.49,0.42,Chased,No,0.41,6.1,Photographed,Fleeing,Yes,10.3,Semi-urban,0.64,0.55,App
26-10-15,Lahore,17.1,58.1,99,69,6,2,4,Cobra,Reptile,9,Morning,Cloudy,Thu,Winter,0,0.99,0.73,0.52,0.8,0.7,Photographed,No,0.32,32.3,Heard,Feeding,No,27.8,Urban,0.45,0.26,Website
19-09-10,Karachi,21.7,39.7,248,51,0,1,7,Fox,Mammal,5,Night,Rainy,Sat,Winter,2,0.65,0.56,0.65,0.43,0.41,Heard,No,0.21,37.8,Photographed,Calm,No,8.9,Semi-urban,0.67,0.97,Website
10-03-16,Quetta,22.7,30,145,97,5,3,6,Monkey,Mammal,1,Night,Foggy,Thu,Spring,9,0.9,0.21,0.84,0.13,0.23,Photographed,Yes,0.61,19.1,Chased,Aggressive,Yes,2.2,Urban,0.29,0.91,Hotline
12-10-22,Peshawar,20.2,73.5,97,80,6,1,6,Porcupine,Mammal,2,Evening,Foggy,Sun,Summer,2,0.2,0.17,0.09,0.53,0.32,Chased,Yes,0.92,12,Photographed,Feeding,No,30.2,Semi-urban,0.9,0.14,Website
01-08-23,Quetta,30.5,51.5,131,73,6,4,2,Hedgehog,Mammal,6,Afternoon,Sunny,Fri,Spring,5,0.58,0.35,0.79,0.67,0.01,Fed,No,0.88,24.4,Fed,Feeding,No,32.3,Rural,0.4,0.89,App
03-09-14,Islamabad,34.5,60.6,163,59,5,3,5,Bat,Mammal,2,Morning,Rainy,Sun,Summer,8,0.45,0.62,0.62,0.39,0.86,Seen,No,0.69,53.5,Fed,Aggressive,Yes,45.7,Semi-urban,0.17,0.71,In-person
30-01-26,Islamabad,24.5,78.6,113,74,1,0,4,Porcupine,Mammal,6,Afternoon,Cloudy,Sat,Spring,6,0.2,0.87,0.67,0.55,0.82,Fed,No,0.67,40.5,Chased,Calm,Yes,12.8,Urban,0.82,0.69,Hotline
11-10-16,Quetta,40.3,44.6,130,90,0,4,5,Owl,Bird,1,Morning,Rainy,Fri,Summer,9,0.78,0.98,0.54,0.42,0.86,Fed,No,0.97,8.6,Heard,Curious,Yes,29,Urban,0.79,0.58,App
17-03-11,Lahore,27.3,65.9,151,89,2,0,6,Hedgehog,Mammal,6,Night,Cloudy,Tue,Spring,4,0.81,0.65,0.84,0.29,0.64,Fed,No,0.63,37.7,Chased,Curious,Yes,8.5,Rural,0.28,0.36,Hotline
19-05-26,Islamabad,33.1,88.1,175,97,8,1,7,Bat,Mammal,8,Night,Foggy,Mon,Spring,6,0.92,0.24,0.27,0.22,0.35,Heard,Yes,0.82,39.2,Chased,Feeding,No,39.3,Urban,0.58,0.33,Website
11-10-23,Quetta,21.8,20.6,80,69,6,2,3,Wild Cat,Mammal,5,Morning,Foggy,Fri,Winter,9,0.58,0.37,0.79,0.73,0.19,Chased,Yes,0.61,2.9,Heard,Curious,No,22,Semi-urban,0.71,0.47,Website
27-03-11,Peshawar,18.5,24.3,277,91,9,2,4,Wild Cat,Mammal,3,Night,Sunny,Sun,Summer,1,0.71,0.52,0.01,0.92,0.07,Fed,No,0.94,2.7,Chased,Feeding,No,38.6,Rural,0.53,0.56,In-person
12-09-11,Lahore,17.2,36.7,119,52,3,1,3,Porcupine,Mammal,5,Morning,Foggy,Tue,Spring,2,0.2,0.86,0.46,0.84,0.26,Chased,Yes,0.22,33.7,Seen,Feeding,Yes,25.5,Rural,0.36,0.7,Hotline
12-07-13,Peshawar,17.9,63.5,215,75,1,4,0,Owl,Bird,7,Night,Foggy,Tue,Winter,8,0.02,0.66,0.37,0.71,0.63,Seen,No,0.69,47.8,Photographed,Curious,No,31.6,Rural,0.42,0.45,In-person
30-03-21,Quetta,18.6,74.6,219,95,8,1,3,Bat,Mammal,4,Evening,Rainy,Thu,Autumn,7,0.02,0.38,0.64,0.09,0.46,Photographed,No,0.99,43.3,Photographed,Fleeing,No,27.4,Urban,0.53,0.14,Hotline
01-06-13,Islamabad,43.7,85,111,52,2,0,2,Hedgehog,Mammal,8,Night,Rainy,Mon,Winter,5,0.7,0.55,0.02,0.74,0.19,Seen,No,0.84,21.9,Fed,Fleeing,No,17,Rural,0.01,0.99,In-person
07-06-10,Quetta,33.4,49.6,82,96,1,1,4,Monkey,Mammal,4,Evening,Sunny,Wed,Winter,2,0.97,0.11,0.28,0.25,0.07,Chased,No,0.98,4.5,Photographed,Curious,No,42.8,Urban,0.77,0.44,Hotline
25-11-20,Lahore,15.6,20.4,241,55,9,0,4,Wild Cat,Mammal,4,Evening,Rainy,Mon,Autumn,7,0.16,0.8,0.33,0.29,0.76,Photographed,Yes,0.94,55,Heard,Aggressive,Yes,7,Rural,0.5,0.18,In-person
01-02-19,Quetta,43.8,35.1,209,45,3,4,5,Bat,Mammal,5,Morning,Cloudy,Sun,Summer,1,0.7,0.18,0.4,0.93,0.15,Chased,Yes,0.29,24.6,Seen,Fleeing,Yes,47,Urban,0.11,0.71,In-person
12-05-18,Lahore,19,56.7,296,79,8,2,1,Fox,Mammal,7,Evening,Rainy,Tue,Spring,3,0.16,0.24,0.91,0.29,0.82,Fed,No,0.36,56.4,Seen,Aggressive,Yes,45.7,Rural,0.04,0.79,Website
11-12-12,Karachi,20.1,35.1,168,48,5,0,7,Porcupine,Mammal,2,Morning,Rainy,Sat,Winter,8,0.02,0.57,0.52,0.69,0.65,Heard,No,0.91,28.1,Fed,Calm,No,0.5,Rural,0.63,0.71,App
27-07-22,Quetta,30.6,68.3,198,51,5,2,4,Hedgehog,Mammal,9,Night,Foggy,Tue,Summer,1,0.46,0.49,0.48,0.6,0.03,Photographed,Yes,0.99,43.3,Fed,Curious,Yes,21.3,Urban,0.19,0.17,Website
18-07-25,Peshawar,35.2,42.2,217,70,0,4,0,Wild Cat,Mammal,7,Morning,Rainy,Wed,Winter,3,0.22,0.64,0.1,0.55,0.58,Chased,Yes,0.29,24.1,Photographed,Fleeing,No,41.4,Semi-urban,0.15,0.49,App
10-09-10,Quetta,43,55.3,281,78,5,3,2,Cobra,Reptile,6,Night,Cloudy,Fri,Summer,9,0.72,0.89,0.56,0.15,0.6,Seen,No,0.44,27.7,Fed,Feeding,Yes,48,Urban,0.55,0.23,In-person
15-02-24,Karachi,28.3,36,52,68,8,3,7,Monkey,Mammal,5,Evening,Rainy,Tue,Winter,0,0.4,0.15,0.46,0.95,0.8,Heard,Yes,0.29,24.1,Photographed,Feeding,Yes,46.4,Semi-urban,0.12,0.33,Website
04-03-17,Quetta,22.9,60,190,66,1,2,4,Fox,Mammal,5,Night,Cloudy,Sun,Summer,1,0.87,0.03,0.69,0.07,0.15,Heard,Yes,0.73,18.1,Heard,Calm,No,10.6,Rural,0.8,0.95,In-person
23-02-18,Peshawar,22,42.2,54,41,9,0,1,Wild Cat,Mammal,6,Night,Foggy,Wed,Summer,6,0.38,0.35,0.83,0.24,0.46,Seen,No,0.27,54.9,Seen,Feeding,No,20.4,Rural,0.21,0.72,Website
11-03-13,Quetta,22.3,86,69,82,6,4,9,Monkey,Mammal,9,Afternoon,Sunny,Fri,Spring,2,0.49,0.05,0.5,0.25,0.48,Fed,No,0.48,19,Fed,Fleeing,No,22.5,Urban,0.47,0.85,In-person
01-03-14,Lahore,35,50.3,184,98,0,0,0,Porcupine,Mammal,7,Afternoon,Cloudy,Thu,Winter,8,0.32,0.44,0.5,0.85,0.02,Photographed,No,0.49,25.2,Fed,Curious,Yes,47.4,Semi-urban,0.24,0.21,In-person
11-06-11,Peshawar,19.3,56.4,183,84,7,4,9,Wild Cat,Mammal,2,Afternoon,Sunny,Sun,Autumn,9,0.39,0.88,0.41,0.83,0.37,Heard,Yes,0.35,46.7,Chased,Fleeing,Yes,10.5,Rural,0.23,0.14,Hotline
21-09-22,Karachi,20.6,46.5,167,86,9,3,3,Cobra,Reptile,5,Morning,Sunny,Thu,Spring,7,0.47,0.3,0.37,0.08,0.2,Photographed,Yes,0.4,48,Chased,Curious,No,9.2,Rural,0.35,0.16,Website
25-05-17,Peshawar,31.7,62.8,211,84,5,1,0,Fox,Mammal,3,Night,Cloudy,Tue,Spring,5,0,0.93,0.05,0.17,0.03,Chased,Yes,0.57,56.6,Heard,Fleeing,Yes,42,Semi-urban,0.64,0.27,App
31-12-11,Lahore,41.1,72.8,183,69,1,1,8,Monkey,Mammal,7,Afternoon,Foggy,Sat,Winter,4,0.08,0.65,0.11,0.91,0.35,Seen,No,0.56,11.5,Photographed,Curious,No,27.4,Urban,0.94,0.91,Website
28-04-13,Peshawar,16.9,46.5,218,55,5,2,8,Hedgehog,Mammal,3,Evening,Rainy,Mon,Autumn,4,0.34,0.38,0.65,0.19,0.1,Chased,No,0.32,8.3,Photographed,Curious,Yes,17.7,Rural,0.94,0.21,App
06-05-25,Quetta,39.5,57.4,204,42,6,0,7,Fox,Mammal,5,Night,Cloudy,Thu,Winter,7,0.75,0.92,0.4,0.46,0.47,Photographed,Yes,0.34,20.4,Photographed,Fleeing,Yes,42.4,Rural,0.34,0.88,Website
23-06-10,Islamabad,24.2,43.8,84,58,5,1,5,Bat,Mammal,5,Afternoon,Foggy,Sun,Spring,6,0.32,0.93,0.74,0.13,0.48,Fed,No,0.39,58.7,Fed,Feeding,No,48.9,Semi-urban,0.32,0.42,Hotline
19-09-22,Quetta,33,53.6,145,77,6,3,6,Fox,Mammal,6,Afternoon,Sunny,Sat,Autumn,6,0.7,0.67,0.51,0.7,0.46,Chased,Yes,0.2,11.7,Heard,Aggressive,No,12.4,Rural,0.06,0.74,App
07-01-11,Lahore,26,26.5,179,46,4,4,7,Owl,Bird,9,Morning,Rainy,Sat,Winter,7,0.89,0.19,0.57,0.96,0.64,Fed,Yes,0.5,43.3,Heard,Feeding,No,41.2,Rural,0.59,0.88,App
24-11-23,Quetta,30.4,78.1,169,60,0,3,7,Monkey,Mammal,6,Morning,Foggy,Mon,Autumn,7,0.9,0.97,0.29,0.96,0.5,Chased,Yes,0.38,59.3,Seen,Calm,No,43.9,Rural,0.69,0.91,Hotline
21-10-14,Lahore,35.4,50.8,83,71,4,1,8,Hedgehog,Mammal,8,Afternoon,Cloudy,Thu,Spring,8,0.62,0.02,0.72,0.77,0.72,Heard,No,0.79,26.4,Fed,Fleeing,No,49.7,Rural,0.77,0.62,In-person
22-04-20,Karachi,43,83.6,185,80,5,1,0,Porcupine,Mammal,3,Evening,Sunny,Thu,Autumn,2,0.34,0.07,0.77,0.72,0.55,Photographed,No,0.74,23,Fed,Feeding,No,14.8,Rural,0.86,0.48,Hotline
11-10-13,Lahore,20.9,72.4,216,62,1,1,8,Cobra,Reptile,8,Evening,Foggy,Mon,Autumn,0,0.16,0.76,0.89,0.53,0.03,Chased,Yes,0.43,15.3,Seen,Aggressive,Yes,31.9,Urban,0.52,0.42,Website
10-01-21,Islamabad,34.5,60.9,192,70,6,0,2,Cobra,Reptile,3,Morning,Rainy,Thu,Winter,6,0.2,0.24,0.78,0.44,0.41,Photographed,Yes,0.9,37,Seen,Feeding,No,40.2,Rural,0.81,0.21,Hotline
06-07-25,Quetta,34.6,86.7,109,87,2,3,3,Wild Cat,Mammal,4,Evening,Rainy,Mon,Summer,0,0.65,0.76,0.46,0.34,0.91,Photographed,Yes,0.22,43.5,Seen,Calm,No,34.5,Urban,0.69,0.94,Website
24-05-18,Peshawar,36.8,41.1,288,61,8,3,2,Fox,Mammal,3,Morning,Cloudy,Tue,Summer,7,0.07,0.7,0.73,0.84,0.55,Seen,Yes,0.75,18.9,Chased,Feeding,No,37.3,Urban,0.34,0.91,Website
25-02-14,Peshawar,19.9,42.1,264,76,6,1,6,Owl,Bird,2,Morning,Foggy,Sun,Autumn,1,0.3,0.48,0.54,0.43,0.66,Fed,No,0.48,56.8,Fed,Calm,Yes,13.1,Urban,0.63,0.65,Website
11-04-12,Islamabad,23.4,48.8,262,94,6,2,8,Cobra,Reptile,2,Night,Rainy,Wed,Autumn,2,0.57,0.99,0.79,0.82,0.39,Chased,No,0.33,36.3,Seen,Aggressive,No,44,Rural,0.73,0.52,In-person
26-03-14,Islamabad,37.6,68.3,290,88,2,0,8,Fox,Mammal,1,Morning,Foggy,Tue,Spring,3,0.06,0.27,0.02,0.93,0.3,Fed,No,0.6,19.8,Chased,Aggressive,No,12.4,Rural,0.15,0.39,Hotline
20-06-25,Karachi,33.5,88,238,89,6,3,3,Cobra,Reptile,4,Night,Rainy,Thu,Spring,5,0.12,1,0.88,0.39,0.25,Fed,Yes,0.93,8.3,Chased,Aggressive,Yes,17.4,Rural,0.08,0.96,In-person
08-10-18,Quetta,33.5,43.5,195,77,9,3,8,Porcupine,Mammal,5,Morning,Cloudy,Fri,Winter,8,0.5,0.21,0.82,0.78,0.15,Photographed,No,0.17,49.6,Photographed,Aggressive,Yes,5.6,Urban,0.55,0.58,Hotline
25-03-24,Islamabad,21.1,61.4,226,78,3,4,0,Owl,Bird,2,Night,Rainy,Mon,Summer,3,0.93,0.29,0.44,0.19,0.14,Photographed,Yes,0.29,33.7,Fed,Fleeing,No,46,Urban,0.33,0.39,In-person
14-03-13,Lahore,31.9,45,227,64,7,4,7,Wild Cat,Mammal,8,Evening,Foggy,Sun,Autumn,0,0.24,0.12,0.94,0.8,0.02,Photographed,No,0.84,35.8,Heard,Calm,No,26,Rural,0.01,0.8,Website
21-09-11,Quetta,20.9,71,64,77,7,1,6,Wild Cat,Mammal,3,Morning,Foggy,Wed,Winter,8,0.64,0.16,0.55,0.13,0.4,Chased,Yes,0.42,45.6,Chased,Calm,No,32.1,Urban,0.94,0.93,Hotline
04-03-23,Lahore,36.7,73.9,208,77,1,0,0,Owl,Bird,4,Morning,Foggy,Fri,Winter,3,0,0.59,0.95,0.65,0.09,Photographed,Yes,0.59,54.7,Heard,Curious,No,0.4,Rural,0.17,0.83,In-person
22-05-25,Peshawar,41.8,69.5,54,69,7,4,1,Fox,Mammal,4,Evening,Cloudy,Sat,Autumn,8,0.04,0.36,0.67,0.21,0.81,Chased,No,0.3,1.6,Seen,Aggressive,Yes,25.5,Rural,0.73,0.41,In-person
15-02-11,Islamabad,37.5,50.7,85,71,9,0,1,Porcupine,Mammal,6,Afternoon,Sunny,Sun,Spring,0,0.35,0.35,0.13,0.59,0.58,Chased,No,0.82,12.9,Seen,Feeding,No,14.6,Rural,0.1,0.37,Hotline
13-12-10,Karachi,27.8,87.5,177,48,9,0,1,Porcupine,Mammal,9,Night,Foggy,Thu,Autumn,4,0.34,0.79,0.53,0.58,0.56,Seen,No,0.46,58.8,Chased,Fleeing,No,2,Urban,0.22,0.36,App
11-12-23,Lahore,41.4,84.3,178,68,2,3,8,Cobra,Reptile,3,Night,Cloudy,Wed,Spring,2,0.28,0.72,0.29,0.11,0.72,Seen,Yes,0.26,7.6,Heard,Aggressive,Yes,27.6,Semi-urban,0.62,0.15,App
22-01-14,Karachi,15.1,81.7,75,44,2,3,0,Porcupine,Mammal,5,Night,Foggy,Fri,Spring,2,0.39,0.62,0.76,0.61,0.03,Chased,No,0.23,22.9,Photographed,Feeding,Yes,35.3,Urban,0.58,0.14,In-person
02-06-12,Peshawar,38.9,62.4,261,82,1,2,4,Owl,Bird,7,Evening,Cloudy,Sat,Summer,5,0.72,0.75,0.72,0.29,0.64,Photographed,No,0.4,50.2,Seen,Curious,No,2.9,Urban,0.04,0.19,Hotline
18-10-25,Lahore,21.1,22.6,236,85,7,0,0,Porcupine,Mammal,3,Evening,Sunny,Thu,Summer,5,0.55,0.04,0.14,0.51,0.99,Chased,No,0.89,21.1,Chased,Curious,Yes,27.2,Semi-urban,0.55,0.72,App
13-07-16,Karachi,35.6,75.3,118,77,3,1,9,Bat,Mammal,6,Afternoon,Foggy,Sun,Spring,6,0.49,0.06,0.23,0.58,0.09,Chased,Yes,0.48,20.4,Seen,Feeding,No,40.8,Rural,0.11,0.71,In-person
28-09-26,Quetta,27.2,61.1,282,97,4,3,3,Cobra,Reptile,6,Evening,Cloudy,Sat,Spring,5,0.86,0.06,0.6,0.59,0.01,Chased,No,0.41,58.2,Chased,Curious,Yes,27.8,Semi-urban,0.93,0.71,App
01-12-12,Karachi,15.9,25.4,137,60,8,3,7,Porcupine,Mammal,7,Evening,Sunny,Tue,Summer,7,1,0.1,0.81,0.27,0.36,Photographed,Yes,0.17,21.7,Heard,Curious,No,49.5,Rural,0.4,0.7,Website
06-12-23,Quetta,18.6,84.6,76,62,9,3,0,Bat,Mammal,6,Night,Cloudy,Tue,Spring,5,0.99,0.81,0.27,0.98,0.02,Fed,Yes,0.49,34.6,Photographed,Fleeing,Yes,2,Urban,0.16,0.33,App
28-03-18,Islamabad,36.6,85.8,59,79,7,1,6,Cobra,Reptile,2,Evening,Foggy,Sat,Winter,3,0.23,0.14,0.99,0.02,0.93,Photographed,No,0.3,39.8,Photographed,Feeding,Yes,15.1,Urban,0.86,0.59,Website
20-12-11,Karachi,19.2,38.9,279,46,5,2,8,Owl,Bird,4,Evening,Foggy,Fri,Autumn,4,0.48,0.58,0.75,0.15,0.86,Fed,No,0.96,34.5,Heard,Calm,Yes,34.1,Rural,0.86,0.44,App
25-06-12,Islamabad,44.8,67.6,239,90,9,1,9,Fox,Mammal,5,Evening,Rainy,Tue,Autumn,7,0,0.12,0.62,0.68,0.44,Chased,No,0.14,38.4,Chased,Calm,Yes,4.4,Urban,0.14,0.56,Website
20-12-12,Quetta,25.2,52.5,163,83,8,4,2,Fox,Mammal,7,Morning,Sunny,Sat,Autumn,6,0.63,0.46,0.7,0.78,0.94,Heard,Yes,1,33.4,Photographed,Aggressive,Yes,28.1,Semi-urban,0.02,0.88,App
26-10-22,Karachi,15.9,64.3,140,84,1,0,7,Wild Cat,Mammal,4,Afternoon,Foggy,Thu,Autumn,9,0.92,0.66,0.04,0.01,0.2,Heard,Yes,0.39,29.6,Seen,Fleeing,Yes,41.9,Rural,0.31,0.44,In-person
20-11-26,Karachi,24.9,20.6,183,77,8,1,3,Fox,Mammal,8,Night,Rainy,Thu,Summer,3,0.49,0.93,0.1,0.44,0.02,Heard,No,0.79,38.8,Chased,Calm,No,35,Rural,0.47,0.92,App
23-07-15,Lahore,27.3,56,150,94,9,0,6,Bat,Mammal,6,Afternoon,Cloudy,Sun,Winter,0,0.43,0.61,0.12,0.63,0.89,Photographed,No,0.4,14.1,Heard,Aggressive,Yes,44.7,Semi-urban,0.69,0.19,App
09-04-14,Karachi,27.2,67.2,124,53,9,3,4,Monkey,Mammal,3,Afternoon,Sunny,Tue,Autumn,7,0.13,0.71,0.04,0.9,0.52,Photographed,No,0.68,16,Seen,Curious,Yes,9.2,Urban,0.24,0.31,Website
07-06-20,Karachi,40.9,75.1,78,90,1,1,8,Owl,Bird,9,Evening,Cloudy,Mon,Autumn,8,0.52,0.56,0.6,0.55,0.25,Chased,No,0.79,6.2,Seen,Calm,No,10,Urban,0.74,0.35,Website
13-12-21,Islamabad,29.8,42.9,141,59,1,1,0,Monkey,Mammal,9,Morning,Sunny,Sun,Autumn,6,0.89,0.64,0.57,0.57,0.5,Chased,Yes,0.83,4,Heard,Feeding,Yes,44.3,Urban,0.59,0.86,Hotline
02-03-16,Lahore,15.3,80.8,58,68,0,2,7,Wild Cat,Mammal,3,Morning,Sunny,Wed,Spring,9,0.28,0.56,0.74,0.08,0.52,Fed,Yes,0.66,18.4,Heard,Aggressive,Yes,47.7,Semi-urban,0.52,0.26,In-person
